,TF,target,importance
255,FOXD4,TP53,2.344931626063771
456,ZNF836,ZNF429,2.3448740411930356
53,HOXC13,ZNF277,2.344870094271546
574,ZNF774,ZSCAN23,2.3444269522237695
671,ARID4A,ZNF529,2.343673999299507
341,ZNF280D,ZNF587B,2.343397873499
41,PPARG,SOX13,2.343003879800219
39,TWIST1,ZNF771,2.342375445788555
564,MSX2,ZNF789,2.3423256765077847
616,ZNF622,ZNF461,2.342172873771407
15,ID1,RCOR1,2.341874236473836
1042,ETV1,ZNF714,2.3416546672532434
314,HMG20B,BAZ2A,2.341336848718381
533,ZNF44,ZNF606,2.3413207225177084
24,ESRRG,ID2,2.3381215956385404
498,HIVEP3,TULP3,2.338109702838624
918,FOXO3,SALL2,2.337874071780962
817,ZNF329,BCLAF1,2.336448037800453
1095,ZNF135,ZNF280C,2.336203925111015
316,EBF3,KLF6,2.3358903235573316
1125,ZBED3,ZNF100,2.3358778682147685
656,ATF6B,EPAS1,2.335789039545968
209,ZBTB18,ZNF195,2.3354596814108493
1027,RARB,NKX6-1,2.335119577737665
115,CPEB1,YBX3,2.334855024300059
545,RLF,ZGPAT,2.3348229742415523
572,ZNF10,ZBTB6,2.3346117692987605
760,SATB2,YBX2,2.334232093788173
175,VAX1,ETV5,2.33344523449033
848,ZNF609,ZNF136,2.3330546024397525
89,HOXB5,ZFP82,2.3329337523945464
